Les 1 577 ventes d'appartements d' Issy-les-Moulineaux (92) sur la période du 2017-07-01 au 2019-06-30 (Notaires de France - base de données PERVAL);;;;;;;;;
;;;;;;;;;
Montant;Surface;Nombre de pièces;Construction;Garage;DPE;GES;Etage;Cave;Terrasse / balcon
161 400 €;31 m²;1;1992 / 2000;Non;E;F;3;-;Oui
1 035 000 €;0 m²;3;2011 / 2020;Oui;-;-;0;Oui;Oui
401 000 €;55 m²;2;2001 / 2010;Oui;D;D;1;Oui;-
299 421 €;67 m²;3;1992 / 2000;Non;D;B;1;-;Oui
210 300 €;24 m²;1;1992 / 2000;Oui;-;-;2;-;Oui
238 500 €;32 m²;2;1992 / 2000;Oui;D;G;2;-;Oui
290 000 €;42 m²;2;1948 / 1969;Oui;E;F;1;Oui;Oui
384 000 €;71 m²;3;-;Oui;-;-;28;Oui;-
1 053 000 €;0 m²;5;2011 / 2020;Oui;-;-;0;Oui;Oui
200 000 €;33 m²;2;1914 / 1947;Non;-;-;1;Oui;-
277 800 €;47 m²;2;-;Non;-;-;5;-;Oui
249 800 €;50 m²;2;1992 / 2000;Oui;-;-;3;-;Oui
196 000 €;27 m²;2;1948 / 1969;Oui;-;-;1;Oui;-
265 000 €;38 m²;2;-;Non;D;E;5;Oui;Oui
259 000 €;27 m²;1;2011 / 2020;Oui;B;D;13;-;Oui
611 750 €;72 m²;3;-;Oui;-;-;2;-;Oui
296 428 €;67 m²;3;1992 / 2000;Non;D;B;1;-;Non
324 910 €;67 m²;3;1992 / 2000;Non;D;B;8;-;Oui
144 100 €;28 m²;1;-;Oui;-;-;6;-;Oui
203 200 €;26 m²;2;1970 / 1980;Non;E;B;4;-;-
567 500 €;60 m²;3;2011 / 2020;Oui;-;-;1;-;-
363 660 €;80 m²;4;1992 / 2000;Oui;D;B;3;-;Oui
232 800 €;47 m²;2;-;Non;-;-;4;-;Oui
378 000 €;57 m²;3;1948 / 1969;Non;D;E;7;Oui;Oui
290 000 €;38 m²;2;-;-;F;C;0;Oui;-
495 000 €;68 m²;3;1992 / 2000;Oui;-;-;5;Oui;Oui
340 000 €;54 m²;3;-;Non;D;D;1;Oui;Non
420 000 €;44 m²;2;2001 / 2010;Oui;D;B;3;Oui;-
436 000 €;51 m²;2;2001 / 2010;Oui;D;C;0;Oui;Oui
180 000 €;28 m²;1;1948 / 1969;Non;D;B;5;Oui;-
447 000 €;62 m²;3;1970 / 1980;Oui;E;F;2;Oui;-
210 000 €;25 m²;2;1850 / 1913;Non;-;-;2;Oui;-
210 000 €;32 m²;1;-;Non;G;G;3;Oui;-
223 400 €;31 m²;2;-;Non;D;E;4;Oui;-
1 149 000 €;107 m²;4;-;Oui;-;-;13;Oui;Oui
463 000 €;60 m²;3;-;-;-;-;0;-;-
115 000 €;17 m²;1;-;Non;E;E;2;-;Non
337 000 €;49 m²;3;-;Non;D;E;2;Oui;-
544 800 €;61 m²;3;-;Oui;-;-;1;Oui;-
524 800 €;61 m²;3;-;Oui;-;-;1;Oui;-
426 300 €;46 m²;2;2011 / 2020;Oui;-;-;4;-;Oui
365 000 €;46 m²;2;2001 / 2010;Non;C;B;4;-;Oui
140 120 €;21 m²;1;1992 / 2000;Non;E;C;1;-;-
740 000 €;89 m²;4;2011 / 2020;Oui;-;-;7;-;Oui
361 956 €;81 m²;4;1992 / 2000;Non;D;E;6;-;Oui
321 260 €;51 m²;2;1992 / 2000;Oui;D;E;5;-;-
611 000 €;68 m²;3;-;Oui;-;-;3;Oui;Oui
328 631 €;71 m²;3;1992 / 2000;Oui;D;B;6;-;Oui
151 309 €;34 m²;1;1992 / 2000;Oui;D;B;4;-;Non
1 100 000 €;111 m²;5;2011 / 2020;Oui;-;-;5;-;Oui
228 800 €;46 m²;2;-;Oui;-;-;6;-;Oui
870 000 €;0 m²;4;2011 / 2020;Oui;-;-;3;Oui;Oui
245 000 €;53 m²;3;1914 / 1947;Non;-;-;6;Oui;-
220 000 €;23 m²;1;2011 / 2020;Non;-;-;5;-;Oui
520 400 €;79 m²;4;1981 / 1991;Oui;D;C;7;-;Oui
152 100 €;31 m²;1;-;Non;-;-;2;-;Non
200 000 €;24 m²;2;-;Non;-;-;2;Oui;-
463 119 €;46 m²;2;2011 / 2020;Oui;-;-;15;Oui;-
845 610 €;90 m²;6;1914 / 1947;Non;E;E;6;-;-
229 550 €;62 m²;3;1970 / 1980;Oui;-;-;0;-;Oui
173 900 €;28 m²;1;1914 / 1947;Non;F;F;4;Oui;Non
212 000 €;36 m²;2;1850 / 1913;Non;D;D;5;Oui;-
329 000 €;48 m²;2;1948 / 1969;Non;E;E;1;Oui;-
151 360 €;34 m²;1;1992 / 2000;Oui;-;-;2;-;Oui
219 000 €;-;2;-;Oui;-;-;13;Oui;-
115 000 €;22 m²;1;1914 / 1947;-;-;-;1;Oui;Non
657 000 €;70 m²;4;1914 / 1947;Non;-;-;4;Oui;Oui
551 000 €;68 m²;3;2011 / 2020;Oui;C;A;4;-;Oui
338 000 €;41 m²;2;1914 / 1947;Non;D;B;2;Oui;-
367 340 €;81 m²;4;1992 / 2000;Non;D;B;3;-;Oui
305 000 €;33 m²;2;2011 / 2020;Non;-;-;1;-;Oui
157 000 €;23 m²;1;1970 / 1980;Non;E;G;5;-;-
202 000 €;23 m²;1;2001 / 2010;Non;D;B;2;-;Oui
102 300 €;20 m²;1;-;Non;D;F;1;-;Non
405 000 €;72 m²;3;1914 / 1947;Oui;-;-;1;Oui;-
499 840 €;60 m²;3;2011 / 2020;Oui;-;-;8;Non;Oui
620 162 €;80 m²;3;-;-;C;D;0;-;Oui
289 000 €;36 m²;2;1914 / 1947;Non;F;C;3;Oui;-
245 000 €;40 m²;2;1948 / 1969;Non;E;E;6;Oui;-
193 000 €;24 m²;1;-;Non;-;-;0;-;-
170 550 €;36 m²;2;2011 / 2020;Non;-;-;0;-;Non
190 550 €;42 m²;2;2011 / 2020;Non;-;-;0;Oui;Non
237 187 €;53 m²;2;1992 / 2000;Non;D;B;6;-;Oui
218 927 €;49 m²;2;1992 / 2000;Non;D;B;9;-;Non
2 100 000 €;160 m²;5;2011 / 2020;Oui;-;-;16;Oui;Oui
1 250 000 €;143 m²;6;1992 / 2000;Oui;-;-;4;Oui;Oui
539 000 €;61 m²;3;2001 / 2010;Oui;E;C;2;Oui;Oui
492 000 €;54 m²;2;2001 / 2010;Oui;D;B;1;Oui;Oui
220 000 €;27 m²;1;1948 / 1969;Non;D;E;3;Oui;-
207 920 €;32 m²;1;1948 / 1969;Oui;E;C;0;-;-
362 744 €;80 m²;4;1992 / 2000;Oui;D;B;4;-;Oui
457 615 €;72 m²;3;2001 / 2010;Oui;D;B;1;Oui;-
614 000 €;78 m²;4;2011 / 2020;Oui;-;-;3;Oui;-
126 500 €;19 m²;1;-;Non;E;E;3;Oui;Non
140 000 €;19 m²;1;1981 / 1991;Non;D;E;3;Oui;Oui
506 900 €;73 m²;3;1992 / 2000;Non;D;B;7;Oui;Oui
304 000 €;43 m²;2;-;Non;-;-;1;Oui;-
410 000 €;66 m²;4;1948 / 1969;Non;E;E;4;Oui;-
481 400 €;65 m²;3;2001 / 2010;Oui;C;B;1;Oui;-
310 850 €;63 m²;3;1992 / 2000;Oui;D;B;8;Oui;-
392 000 €;52 m²;3;1914 / 1947;Non;-;-;1;Oui;-
216 000 €;33 m²;2;1970 / 1980;-;-;-;5;Oui;-
290 000 €;43 m²;2;-;-;-;-;1;Oui;-
302 000 €;41 m²;2;-;Non;-;-;0;Oui;-
427 695 €;61 m²;4;-;Non;D;E;1;Oui;-
247 000 €;33 m²;1;1948 / 1969;Non;E;F;0;Oui;Oui
295 000 €;64 m²;3;-;-;-;-;-;Non;-
550 000 €;67 m²;3;2001 / 2010;Oui;E;C;5;Oui;Oui
204 750 €;23 m²;1;2011 / 2020;Oui;-;-;3;Oui;-
170 000 €;27 m²;1;1850 / 1913;Non;F;F;0;Oui;Non
367 900 €;48 m²;2;1992 / 2000;Oui;D;B;1;Oui;Oui
589 325 €;75 m²;4;2011 / 2020;Oui;C;A;3;Oui;Oui
82 000 €;16 m²;1;1948 / 1969;-;-;-;0;Oui;-
290 000 €;42 m²;2;1948 / 1969;Non;E;F;3;Oui;-
546 000 €;64 m²;3;2001 / 2010;Oui;C;B;1;-;Non
625 000 €;85 m²;4;2011 / 2020;Non;D;E;6;Non;Oui
480 000 €;59 m²;3;1992 / 2000;Oui;D;B;2;Oui;Oui
378 500 €;43 m²;2;2001 / 2010;Oui;D;B;2;Oui;Oui
370 000 €;41 m²;2;2011 / 2020;Non;-;-;2;-;Oui
820 000 €;108 m²;5;-;Oui;D;E;1;Oui;Oui
1 160 000 €;171 m²;7;1992 / 2000;Oui;D;C;5;Oui;Oui
448 000 €;-;3;-;Oui;-;-;0;Non;Oui
609 000 €;70 m²;3;1981 / 1991;Oui;C;D;3;Oui;Oui
195 000 €;25 m²;1;1992 / 2000;Oui;F;C;1;-;-
900 000 €;97 m²;6;2011 / 2020;Oui;-;-;2;Oui;Oui
566 000 €;69 m²;3;2011 / 2020;Oui;-;-;8;-;Oui
432 000 €;59 m²;3;-;Non;-;-;2;Non;Non
420 000 €;46 m²;2;2001 / 2010;Oui;D;E;1;Non;Oui
110 000 €;17 m²;1;1970 / 1980;Non;G;D;3;Oui;-
255 000 €;32 m²;2;1992 / 2000;Oui;D;G;4;-;Oui
239 300 €;41 m²;2;1914 / 1947;Non;E;F;2;Oui;-
264 000 €;37 m²;2;1948 / 1969;-;E;F;6;Oui;Oui
625 640 €;79 m²;4;1970 / 1980;Oui;D;E;1;Oui;Oui
559 000 €;68 m²;3;2001 / 2010;Oui;-;-;3;Non;Oui
130 200 €;17 m²;1;-;-;-;-;2;Oui;Non
174 000 €;28 m²;2;-;Non;E;A;0;-;-
235 000 €;31 m²;1;1992 / 2000;Oui;D;B;2;Oui;Oui
563 500 €;69 m²;4;1948 / 1969;Non;-;-;3;Oui;Oui
107 000 €;13 m²;1;-;Non;-;-;6;Oui;-
245 000 €;30 m²;1;2011 / 2020;Non;B;C;5;Oui;-
280 000 €;32 m²;1;1992 / 2000;Oui;E;C;5;Oui;Oui
390 000 €;60 m²;4;1948 / 1969;Non;D;E;1;Oui;-
258 500 €;36 m²;2;-;Non;E;E;1;-;Non
539 300 €;77 m²;4;-;Non;-;-;4;Oui;Oui
420 000 €;47 m²;2;-;Oui;-;-;0;Oui;Oui
520 000 €;62 m²;3;2001 / 2010;Oui;D;B;3;Oui;Oui
205 000 €;33 m²;2;-;Non;D;B;3;Oui;Non
80 000 €;19 m²;1;1948 / 1969;Non;-;-;2;Non;-
680 000 €;71 m²;3;2011 / 2020;Non;D;B;0;Oui;Oui
614 000 €;62 m²;3;2011 / 2020;Oui;-;-;6;Oui;Oui
185 000 €;25 m²;1;1948 / 1969;Non;-;-;2;Oui;Non
700 000 €;119 m²;5;-;Oui;-;-;1;Oui;-
308 000 €;48 m²;2;1981 / 1991;Oui;D;B;2;Oui;-
411 000 €;54 m²;3;-;Oui;E;D;2;Oui;-
590 000 €;67 m²;3;2001 / 2010;Oui;D;B;3;Oui;Oui
530 000 €;66 m²;3;1948 / 1969;Oui;D;C;2;Oui;Oui
540 000 €;72 m²;3;2001 / 2010;Oui;C;D;0;Oui;Oui
153 000 €;-;1;-;Non;-;-;3;Oui;-
539 000 €;61 m²;3;2001 / 2010;Oui;D;B;4;Oui;Oui
228 000 €;34 m²;1;1992 / 2000;Oui;D;F;4;-;-
295 350 €;43 m²;3;1948 / 1969;-;-;-;4;Oui;-
226 000 €;30 m²;2;-;Non;-;-;0;Oui;-
395 000 €;56 m²;3;-;Non;D;E;1;Non;Non
279 000 €;56 m²;2;-;Non;-;-;2;Non;-
1 005 671 €;121 m²;5;2001 / 2010;Oui;C;B;7;Oui;Oui
560 000 €;89 m²;4;1981 / 1991;Oui;-;-;5;Oui;-
408 000 €;60 m²;2;-;Oui;D;B;3;Non;Non
639 999 €;64 m²;3;2011 / 2020;Oui;-;-;8;Non;Oui
381 000 €;56 m²;3;1914 / 1947;Non;E;B;2;Oui;-
230 900 €;46 m²;2;-;Oui;-;-;5;Non;Oui
233 000 €;28 m²;2;1970 / 1980;Non;-;-;3;Oui;Non
323 000 €;50 m²;2;2001 / 2010;Oui;-;-;2;Oui;Oui
476 000 €;68 m²;3;1992 / 2000;Oui;-;-;3;Oui;Oui
320 000 €;46 m²;3;1914 / 1947;Non;D;C;1;Oui;Non
225 000 €;32 m²;2;1948 / 1969;Non;E;B;3;-;Oui
416 000 €;65 m²;4;-;Non;E;D;3;Non;-
523 200 €;66 m²;3;2011 / 2020;Oui;-;-;4;Non;Non
239 366 €;26 m²;1;2011 / 2020;Non;D;C;5;Non;-
298 000 €;51 m²;2;1992 / 2000;Non;-;-;0;Oui;Oui
176 000 €;32 m²;2;-;Oui;-;-;0;Non;-
336 000 €;41 m²;2;1948 / 1969;Non;E;B;4;Oui;-
633 340 €;86 m²;4;2001 / 2010;Oui;D;B;3;Non;Non
97 500 €;16 m²;1;1914 / 1947;Non;D;B;4;Non;Non
470 000 €;-;3;-;Oui;-;-;-;Oui;Oui
173 500 €;25 m²;1;-;Non;-;-;0;Oui;Non
308 700 €;37 m²;2;2011 / 2020;Oui;-;-;3;Oui;Oui
734 885 €;80 m²;4;2011 / 2020;Oui;E;E;9;Non;Oui
517 000 €;75 m²;4;-;Oui;-;-;4;Oui;Oui
340 000 €;57 m²;3;1948 / 1969;Non;D;F;5;Oui;Oui
460 000 €;-;3;-;Oui;-;-;-;Non;Oui
300 000 €;39 m²;3;-;Non;-;-;1;Oui;-
255 000 €;28 m²;1;2011 / 2020;Non;-;-;2;Non;Oui
1 080 000 €;122 m²;5;2011 / 2020;Oui;-;-;4;Oui;Oui
553 000 €;75 m²;4;-;Non;-;-;4;Non;-
354 200 €;54 m²;2;-;Oui;D;A;6;Oui;Non
357 000 €;72 m²;3;1948 / 1969;Non;-;-;7;Oui;Oui
703 544 €;93 m²;4;1981 / 1991;Oui;D;C;0;Oui;Oui
219 252 €;38 m²;2;1948 / 1969;Non;E;F;1;Oui;Non
560 000 €;69 m²;3;-;Non;D;F;5;Oui;-
709 740 €;121 m²;5;2011 / 2020;Non;-;-;7;Non;Oui
193 000 €;29 m²;1;-;Oui;E;B;6;Non;-
589 000 €;69 m²;3;2001 / 2010;Oui;D;B;4;Oui;Oui
589 000 €;69 m²;3;-;Oui;-;-;4;Oui;Oui
315 000 €;38 m²;2;2011 / 2020;Oui;-;-;0;Oui;Oui
650 000 €;82 m²;3;1970 / 1980;Oui;D;B;1;Oui;Non
130 000 €;20 m²;1;1948 / 1969;Non;F;D;3;Oui;Non
1 063 670 €;107 m²;5;-;Oui;-;-;2;Oui;Oui
332 780 €;76 m²;3;-;Oui;-;-;3;Non;Oui
577 100 €;73 m²;3;2001 / 2010;Oui;D;B;1;Non;Oui
460 000 €;-;3;-;Oui;-;-;-;Non;Oui
442 000 €;-;3;-;Oui;-;-;-;Non;Oui
157 000 €;21 m²;1;1948 / 1969;Non;E;B;3;Oui;Non
153 000 €;23 m²;1;1981 / 1991;Non;F;C;1;Oui;Oui
270 000 €;37 m²;2;1948 / 1969;Non;E;E;4;Oui;Non
1 050 000 €;119 m²;6;-;Oui;-;-;6;Oui;Oui
210 400 €;31 m²;2;1914 / 1947;Non;E;B;0;Oui;Non
389 150 €;61 m²;3;-;Oui;-;-;4;Oui;Oui
371 500 €;60 m²;3;-;Non;-;-;3;Non;Non
389 150 €;61 m²;3;1948 / 1969;Oui;D;E;4;Oui;Oui
676 000 €;77 m²;3;-;Non;-;-;1;Non;Non
332 000 €;-;2;2011 / 2020;Oui;-;-;0;Oui;Oui
340 000 €;49 m²;2;2011 / 2020;Non;A;C;1;Non;-
220 000 €;26 m²;1;2001 / 2010;Oui;D;B;3;Non;Oui
415 000 €;54 m²;3;1914 / 1947;Non;-;-;2;Oui;-
340 000 €;42 m²;2;-;Non;-;-;4;Oui;Oui
290 000 €;36 m²;2;2001 / 2010;Oui;E;B;2;Oui;Oui
469 000 €;76 m²;4;-;Oui;C;B;4;Non;Non
700 000 €;98 m²;5;-;Non;-;-;7;Oui;-
130 000 €;-;1;-;Non;-;-;2;Oui;Oui
840 000 €;111 m²;5;-;Oui;C;D;3;Oui;Oui
344 000 €;-;2;2011 / 2020;Oui;-;-;0;Oui;Oui
700 000 €;98 m²;5;1914 / 1947;Oui;C;D;7;Oui;-
779 200 €;90 m²;5;2011 / 2020;Oui;-;-;8;Non;Oui
450 000 €;44 m²;2;2011 / 2020;Oui;-;-;0;Oui;Oui
270 000 €;38 m²;2;-;Non;D;E;6;Oui;Oui
881 700 €;105 m²;5;-;Oui;-;-;6;Oui;Oui
545 000 €;70 m²;3;1992 / 2000;Oui;E;C;5;Oui;Oui
590 000 €;69 m²;3;-;-;-;-;-;Non;-
285 000 €;43 m²;2;1970 / 1980;Oui;C;E;4;Oui;-
295 000 €;39 m²;2;1914 / 1947;Non;-;-;2;Oui;-
281 000 €;38 m²;2;1914 / 1947;Non;-;-;1;Non;-
245 000 €;34 m²;2;-;Non;-;-;1;Oui;-
658 800 €;90 m²;4;2011 / 2020;Oui;-;-;3;Non;Oui
651 200 €;81 m²;4;2011 / 2020;Non;C;D;0;Oui;Oui
565 000 €;74 m²;3;1970 / 1980;Oui;E;C;0;Oui;Oui
661 350 €;80 m²;4;1970 / 1980;Oui;-;-;1;Oui;-
511 900 €;64 m²;3;2001 / 2010;Oui;-;-;6;Oui;Oui
651 920 €;67 m²;3;2011 / 2020;Oui;-;-;9;Non;Oui
178 000 €;29 m²;2;1914 / 1947;Non;F;F;3;Oui;Non
295 000 €;36 m²;1;2001 / 2010;Oui;E;C;4;Non;Oui
140 000 €;18 m²;1;-;Non;-;-;1;Oui;-
597 000 €;67 m²;3;2001 / 2010;Oui;-;-;2;Oui;-
489 250 €;52 m²;4;1914 / 1947;Non;E;C;1;Oui;Non
590 000 €;74 m²;3;1948 / 1969;Oui;-;-;5;Oui;Oui
185 000 €;20 m²;1;2001 / 2010;Non;C;E;3;Non;Non
240 000 €;40 m²;1;-;Non;E;C;1;Oui;Non
225 000 €;31 m²;2;1914 / 1947;Non;D;B;4;Non;Non
483 600 €;61 m²;3;1914 / 1947;Non;D;E;7;Oui;Non
237 000 €;31 m²;2;-;Non;-;-;3;Oui;Non
430 000 €;102 m²;5;1970 / 1980;Oui;D;A;6;Oui;Non
350 000 €;51 m²;3;1948 / 1969;Non;-;-;3;Non;-
127 081 €;33 m²;1;1948 / 1969;Non;D;B;4;Non;-
819 500 €;96 m²;4;2001 / 2010;Oui;-;-;3;Non;Oui
507 000 €;62 m²;3;-;Oui;-;-;3;Oui;Oui
931 933 €;101 m²;4;2011 / 2020;Oui;-;-;0;Non;Oui
327 060 €;51 m²;2;-;Oui;D;B;5;-;-
880 062 €;-;4;2011 / 2020;Non;-;-;6;Non;Oui
520 500 €;66 m²;3;-;Oui;-;-;1;Oui;Non
530 810 €;89 m²;4;1970 / 1980;Oui;-;-;14;Oui;Non
320 000 €;64 m²;3;1914 / 1947;Oui;E;E;1E+1;Oui;-
96 663 €;21 m²;1;1992 / 2000;Non;D;B;6;Non;Non
540 000 €;63 m²;5;1948 / 1969;Oui;-;-;6;Oui;Non
318 470 €;40 m²;3;-;Non;-;-;3;Oui;-
615 000 €;78 m²;3;-;Non;-;-;0;Non;Oui
154 000 €;20 m²;1;-;Oui;-;-;1;Oui;-
960 000 €;117 m²;5;1992 / 2000;Oui;D;C;0;Oui;Oui
297 000 €;37 m²;2;2011 / 2020;Non;-;-;2;Non;Oui
575 000 €;65 m²;4;2001 / 2010;Oui;-;-;4;Non;Oui
307 800 €;38 m²;2;1850 / 1913;Non;F;C;2;Oui;Non
443 000 €;71 m²;4;1992 / 2000;Oui;D;E;4;Oui;Non
537 400 €;68 m²;3;2001 / 2010;Oui;-;-;2;Oui;Oui
1 075 000 €;122 m²;4;-;Oui;-;-;1;Oui;-
525 000 €;72 m²;4;-;-;-;-;-;Oui;-
335 833 €;47 m²;2;-;Oui;-;-;4;Non;Non
140 000 €;20 m²;1;1948 / 1969;-;-;-;4;Oui;-
768 000 €;109 m²;5;-;Oui;E;F;0;Oui;-
181 000 €;21 m²;1;1914 / 1947;Non;E;E;2;Non;-
772 000 €;84 m²;4;1948 / 1969;Non;D;E;0;Non;-
503 000 €;-;3;2011 / 2020;Oui;-;-;1;Oui;Oui
440 000 €;61 m²;3;1948 / 1969;Non;E;F;8;Oui;Oui
118 944 €;27 m²;1;1992 / 2000;Non;-;-;4;Non;-
442 000 €;75 m²;3;1914 / 1947;Oui;C;D;3;Oui;-
710 000 €;92 m²;4;1992 / 2000;Oui;D;C;3;Oui;Non
367 450 €;50 m²;3;2001 / 2010;Non;-;-;1;Oui;Non
656 350 €;84 m²;4;-;Non;D;E;1;Oui;Non
666 500 €;114 m²;6;1992 / 2000;Oui;-;-;4;Oui;Non
595 000 €;68 m²;3;1970 / 1980;Oui;-;-;0;Oui;Oui
330 240 €;52 m²;3;1914 / 1947;Non;D;D;5;Oui;Non
260 000 €;43 m²;2;1914 / 1947;Non;E;E;2;Oui;Non
370 000 €;43 m²;2;2001 / 2010;Oui;B;D;0;Oui;Oui
570 200 €;77 m²;4;1948 / 1969;Oui;E;F;5;Oui;-
405 000 €;61 m²;3;1948 / 1969;Non;-;-;9;Oui;Oui
295 800 €;43 m²;2;-;Oui;-;-;2;Oui;Oui
111 500 €;18 m²;1;1970 / 1980;Non;G;C;2;Oui;Non
85 000 €;12 m²;1;1914 / 1947;Non;-;-;0;Non;Non
714 300 €;88 m²;4;1914 / 1947;Oui;C;A;7;Oui;Non
368 600 €;54 m²;3;-;Non;D;E;1;Oui;Non
259 500 €;35 m²;1;-;-;D;C;-;Oui;Non
630 000 €;72 m²;3;1970 / 1980;Oui;E;F;1;Oui;Oui
258 000 €;33 m²;2;1970 / 1980;-;E;E;1;Oui;-
495 000 €;65 m²;4;1970 / 1980;Non;F;D;2;Oui;Non
482 000 €;103 m²;5;-;-;-;-;-;Non;-
770 200 €;89 m²;4;2011 / 2020;Oui;B;C;5;Oui;Oui
283 500 €;45 m²;2;1970 / 1980;Non;E;B;3;Oui;Non
625 000 €;68 m²;3;1992 / 2000;Oui;-;-;7;Oui;-
461 800 €;54 m²;3;2011 / 2020;Oui;-;-;0;Oui;Oui
410 000 €;60 m²;2;1992 / 2000;Oui;D;B;1;Oui;Oui
335 000 €;47 m²;2;1992 / 2000;Non;E;E;2;Non;Oui
97 440 €;18 m²;1;1992 / 2000;Non;-;-;6;Non;Non
294 000 €;37 m²;2;1914 / 1947;Non;E;B;3;Oui;Non
461 000 €;51 m²;2;1992 / 2000;Oui;D;B;3;Oui;Oui
446 000 €;71 m²;4;1948 / 1969;Non;D;E;2;Oui;-
351 000 €;39 m²;2;2011 / 2020;Non;-;-;2;Non;Oui
305 000 €;49 m²;2;1992 / 2000;Oui;D;B;1;Oui;Oui
420 000 €;70 m²;3;1970 / 1980;Oui;-;-;3;Oui;Oui
360 000 €;54 m²;2;-;Non;E;F;3;Oui;Oui
365 034 €;39 m²;2;2011 / 2020;Non;-;-;3;Non;Oui
532 168 €;83 m²;4;1914 / 1947;Non;C;F;1;Oui;Non
351 700 €;42 m²;2;2001 / 2010;Oui;-;-;5;Non;Oui
208 000 €;26 m²;1;2001 / 2010;Oui;-;-;2;Oui;-
255 000 €;36 m²;2;-;Non;-;-;1;Oui;-
327 000 €;49 m²;3;1948 / 1969;Non;E;F;2;Oui;Non
413 900 €;60 m²;3;-;Oui;D;D;2;Oui;-
341 315 €;48 m²;3;1948 / 1969;Non;E;D;1;Oui;Non
424 000 €;63 m²;5;1914 / 1947;Oui;B;F;-;Oui;-
695 000 €;99 m²;4;-;Oui;-;-;3;Oui;Non
285 615 €;55 m²;2;-;Oui;-;-;2E+1;Oui;-
260 000 €;32 m²;2;1992 / 2000;Oui;E;B;3;Non;Oui
645 000 €;87 m²;4;2011 / 2020;Oui;B;C;0;Oui;Oui
766 000 €;86 m²;4;-;Oui;-;-;2;Oui;Oui
733 000 €;103 m²;4;-;Oui;-;-;0;Oui;Oui
736 600 €;123 m²;5;2001 / 2010;Oui;D;B;5;Oui;Oui
179 000 €;21 m²;1;1914 / 1947;Non;-;-;0;Oui;-
425 000 €;72 m²;3;-;Oui;D;E;7;Oui;Non
400 014 €;41 m²;2;2011 / 2020;Oui;-;-;-;Non;Oui
132 500 €;16 m²;1;1914 / 1947;Non;-;G;2;Non;Non
1 142 000 €;111 m²;5;2001 / 2010;Oui;D;B;6;Oui;Oui
766 000 €;86 m²;4;1981 / 1991;Oui;E;C;2;Oui;Oui
690 255 €;69 m²;3;-;Oui;-;-;2;Oui;Oui
538 246 €;57 m²;3;2011 / 2020;Oui;-;-;4;Non;Non
359 600 €;44 m²;2;-;Non;E;C;1;Oui;Non
360 000 €;48 m²;2;1970 / 1980;Oui;-;-;0;Oui;Non
345 250 €;65 m²;3;1948 / 1969;Oui;-;-;13;Oui;-
405 000 €;46 m²;2;-;Oui;E;B;4;Oui;Oui
481 000 €;66 m²;3;1992 / 2000;Oui;E;C;0;Oui;Oui
378 000 €;52 m²;3;-;Non;-;-;2;Oui;Non
450 000 €;77 m²;4;-;Oui;-;-;3;Oui;Non
510 000 €;65 m²;3;2001 / 2010;Oui;C;A;1;Non;Oui
500 439 €;66 m²;3;-;Oui;-;-;1;Non;Non
430 000 €;72 m²;3;1981 / 1991;Oui;D;B;2;Oui;-
162 000 €;31 m²;2;-;Non;-;-;2;Oui;-
565 000 €;71 m²;3;2001 / 2010;Oui;D;B;3;Oui;-
145 000 €;40 m²;2;1948 / 1969;Non;-;-;1;Oui;Non
738 300 €;80 m²;3;1981 / 1991;Oui;C;B;0;Oui;Oui
405 714 €;51 m²;3;-;Non;D;E;8;Oui;-
590 000 €;82 m²;4;1948 / 1969;Non;D;E;5;Oui;Oui
392 610 €;83 m²;4;-;Oui;D;B;1;Oui;-
305 000 €;51 m²;2;-;Oui;-;-;3;Oui;Non
330 000 €;50 m²;3;1914 / 1947;Non;-;-;1;Non;Oui
175 000 €;26 m²;2;-;Non;D;B;1;Oui;Non
518 000 €;-;3;2011 / 2020;Oui;-;-;2;Oui;Oui
175 000 €;28 m²;1;1992 / 2000;Oui;E;C;6;Oui;Oui
235 000 €;30 m²;1;2011 / 2020;Non;B;D;1;Non;-
315 000 €;41 m²;2;-;Non;-;-;2;Oui;-
174 925 €;21 m²;1;-;Non;E;C;4;Non;Non
424 000 €;49 m²;2;1948 / 1969;Oui;D;E;5;Oui;Oui
204 000 €;27 m²;1;1992 / 2000;Oui;F;D;1;Non;Non
289 225 €;36 m²;2;1992 / 2000;Oui;E;G;1;Non;Non
526 960 €;65 m²;3;-;Oui;-;-;3;Non;Oui
356 100 €;46 m²;2;-;Non;-;-;2;Non;Oui
581 500 €;74 m²;3;1970 / 1980;Oui;C;D;5;Oui;Oui
1 224 363 €;127 m²;6;2011 / 2020;Oui;B;C;6;Non;Oui
267 000 €;35 m²;2;1914 / 1947;-;-;-;0;Oui;Non
575 000 €;76 m²;3;-;Oui;D;B;2;Non;Non
882 000 €;109 m²;5;-;Oui;-;-;5;Oui;Oui
432 000 €;60 m²;2;-;Non;-;-;5;Oui;-
87 000 €;21 m²;1;1970 / 1980;Non;D;E;3;Non;Non
307 000 €;38 m²;2;-;Non;-;-;1;Oui;-
519 999 €;59 m²;3;2011 / 2020;Oui;-;-;4;Oui;Oui
166 500 €;36 m²;2;-;Non;-;-;5;Oui;-
160 000 €;36 m²;2;1914 / 1947;Oui;G;D;5;Non;Non
277 125 €;31 m²;2;1914 / 1947;Non;F;C;1;Non;Non
650 000 €;80 m²;3;-;Oui;-;-;6;Oui;Oui
